ONCENTER,,OFFCENTER
"7858,0,0",,"7858,0,0"
,,
"7858,0,0",,"7858,0,0"
,,
"7858,0,0",,"7858,0,0"
,,
"7858,0,0",,"7858,0,0"
,,
"7858,0,0",,"7858,0,0"
,,
"7859,2,5",,"7859,-2,0"
,,
"7859,-2,0",,"7859,2,5"
,,
"7859,0,0",,"7859,0,0"
,,
"7859,0,0",,"7859,0,0"
,,
"7859,0,0",,"7859,0,0"
,,
"7859,0,0",,"7859,0,0"
,,
"7859,0,0",,"7859,0,0"
,,
"7859,0,0",,"7859,0,0"
,,
"7859,0,0",,"7859,0,0"
,,
"7860,0,0",,"7860,0,0"
,,
"7860,2,5",,"7860,-2,0"
,,
"7860,-2,0",,"7860,2,5"
,,
"7860,0,0",,"7860,0,0"
,,
"7860,0,0",,"7860,0,0"
,,
"7860,0,0",,"7860,0,0"
,,
"7860,0,0",,"7860,0,0"
,,
"7860,0,0",,"7860,0,0"
,,
"7860,0,0",,"7860,0,0"
,,
"7861,-1,0",,"7861,1,6"
,,
"7861,0,0",,"7861,0,0"
,,
"7861,-1,0",,"7861,1,6"
,,
"7861,0,0",,"7861,0,0"
,,
"7861,0,0",,"7861,0,0"
,,
"7861,0,0",,"7861,0,0"
,,
"7861,0,0",,"7861,0,0"
,,
"7861,0,0",,"7861,0,0"
,,
"7861,0,0",,"7861,0,0"
,,
"7862,0,0",,"7862,0,0"
,,
"7862,-2,0",,"7862,2,5"
,,
"7862,-3,0",,"7862,3,4"
,,
"7862,0,0",,"7862,0,0"
,,
"7862,0,0",,"7862,0,0"
,,
"7862,0,0",,"7862,0,0"
,,
"7862,0,0",,"7862,0,0"
,,
"7862,0,0",,"7862,0,0"
,,
"7862,0,0",,"7862,0,0"
,,
"7863,0,0",,"7863,0,0"
,,
"7863,0,0",,"7863,0,0"
,,
"7863,0,0",,"7863,0,0"
,,
"7863,0,0",,"7863,0,0"
,,
"7863,0,0",,"7863,0,0"
,,
"7863,0,0",,"7863,0,0"
,,
"7863,0,0",,"7863,0,0"
,,
"7863,0,0",,"7863,0,0"
,,
"7863,0,0",,"7863,0,0"
,,
"7864,1,6",,"7864,-1,0"
,,
"7864,-1,0",,"7864,1,6"
,,
"7864,-2,0",,"7864,2,5"
,,
"7864,0,0",,"7864,0,0"
,,
"7864,0,0",,"7864,0,0"
,,
"7864,0,0",,"7864,0,0"
,,
"7864,0,0",,"7864,0,0"
,,
"7864,0,0",,"7864,0,0"
,,
"7864,0,0",,"7864,0,0"
,,
"7865,0,0",,"7865,0,0"
,,
"7865,2,5",,"7865,-2,0"
,,
"7865,-2,0",,"7865,2,5"
,,
"7865,0,0",,"7865,0,0"
,,
"7865,0,0",,"7865,0,0"
,,
"7865,0,0",,"7865,0,0"
,,
"7865,0,0",,"7865,0,0"
,,
"7865,0,0",,"7865,0,0"
,,
"7865,0,0",,"7865,0,0"
,,
"7866,0,0",,"7866,0,0"
,,
"7866,2,5",,"7866,-2,0"
,,
"7866,-2,0",,"7866,2,5"
,,
"7866,0,0",,"7866,0,0"
,,
"7866,0,0",,"7866,0,0"
,,
"7866,0,0",,"7866,0,0"
,,
"7866,0,0",,"7866,0,0"
,,
"7866,0,0",,"7866,0,0"
,,
"7866,0,0",,"7866,0,0"
,,
"7867,2,5",,"7867,-2,0"
,,
"7867,-1,0",,"7867,1,6"
,,
"7867,0,0",,"7867,0,0"
,,
"7867,0,0",,"7867,0,0"
,,
"7867,0,0",,"7867,0,0"
,,
"7867,0,0",,"7867,0,0"
,,
"7867,0,0",,"7867,0,0"
,,
"7867,0,0",,"7867,0,0"
,,
"7867,0,0",,"7867,0,0"
,,
"7868,0,0",,"7868,0,0"
,,
"7868,-2,0",,"7868,2,5"
,,
"7868,-1,0",,"7868,1,6"
,,
"7868,0,0",,"7868,0,0"
,,
"7868,0,0",,"7868,0,0"
,,
"7868,0,0",,"7868,0,0"
,,
"7868,0,0",,"7868,0,0"
,,
"7868,0,0",,"7868,0,0"
,,
"7868,0,0",,"7868,0,0"
,,
"7869,0,0",,"7869,0,0"
,,
"7869,0,0",,"7869,0,0"
,,
"7869,0,0",,"7869,0,0"
,,
"7869,0,0",,"7869,0,0"
,,
"7869,0,0",,"7869,0,0"
,,
"7869,0,0",,"7869,0,0"
,,
"7869,0,0",,"7869,0,0"
,,
"7869,0,0",,"7869,0,0"
,,
"7869,0,0",,"7869,0,0"
,,
"7870,-2,0",,"7870,2,5"
,,
"7870,-1,0",,"7870,1,6"
,,
"7870,-3,0",,"7870,3,4"
,,
"7870,0,0",,"7870,0,0"
,,
"7870,0,0",,"7870,0,0"
,,
"7870,0,0",,"7870,0,0"
,,
"7870,0,0",,"7870,0,0"
,,
"7870,0,0",,"7870,0,0"
,,
"7870,0,0",,"7870,0,0"
,,
"7871,-3,0",,"7871,3,4"
,,
"7871,-1,0",,"7871,1,6"
,,
"7871,-1,0",,"7871,1,6"
,,
"7871,0,0",,"7871,0,0"
,,
"7871,0,0",,"7871,0,0"
,,
"7871,0,0",,"7871,0,0"
,,
"7871,0,0",,"7871,0,0"
,,
"7871,0,0",,"7871,0,0"
,,
"7871,0,0",,"7871,0,0"
,,
"7872,-3,0",,"7872,3,4"
,,
"7872,-1,0",,"7872,1,6"
,,
"7872,-1,0",,"7872,1,6"
,,
"7872,0,0",,"7872,0,0"
,,
"7872,0,0",,"7872,0,0"
,,
"7872,0,0",,"7872,0,0"
,,
"7872,0,0",,"7872,0,0"
,,
"7872,0,0",,"7872,0,0"
,,
"7872,0,0",,"7872,0,0"
,,
"7873,-1,0",,"7873,1,6"
,,
"7873,0,0",,"7873,0,0"
,,
"7873,0,0",,"7873,0,0"
,,
"7873,0,0",,"7873,0,0"
,,
"7873,0,0",,"7873,0,0"
,,
"7873,0,0",,"7873,0,0"
,,
"7873,0,0",,"7873,0,0"
,,
"7873,0,0",,"7873,0,0"
,,
"7873,0,0",,"7873,0,0"
,,
"7874,1,6",,"7874,-1,0"
,,
"7874,0,0",,"7874,0,0"
,,
"7874,-2,0",,"7874,2,5"
,,
"7874,0,0",,"7874,0,0"
,,
"7874,0,0",,"7874,0,0"
,,
"7874,0,0",,"7874,0,0"
,,
"7874,0,0",,"7874,0,0"
,,
"7874,0,0",,"7874,0,0"
,,
"7874,0,0",,"7874,0,0"
,,
"7875,-1,0",,"7875,1,6"
,,
"7875,-1,0",,"7875,1,6"
,,
"7875,-1,0",,"7875,1,6"
,,
"7875,0,0",,"7875,0,0"
,,
"7875,0,0",,"7875,0,0"
,,
"7875,0,0",,"7875,0,0"
,,
"7875,0,0",,"7875,0,0"
,,
"7875,0,0",,"7875,0,0"
,,
"7875,0,0",,"7875,0,0"
,,
"7876,-1,0",,"7876,1,6"
,,
"7876,-1,0",,"7876,1,6"
,,
"7876,-1,0",,"7876,1,6"
,,
"7876,0,0",,"7876,0,0"
,,
"7876,0,0",,"7876,0,0"
,,
"7876,0,0",,"7876,0,0"
,,
"7876,0,0",,"7876,0,0"
,,
"7876,0,0",,"7876,0,0"
,,
"7876,0,0",,"7876,0,0"
,,
"7877,-2,0",,"7877,2,5"
,,
"7877,-1,0",,"7877,1,6"
,,
"7877,-1,0",,"7877,1,6"
,,
"7877,0,0",,"7877,0,0"
,,
"7877,0,0",,"7877,0,0"
,,
"7877,0,0",,"7877,0,0"
,,
"7877,0,0",,"7877,0,0"
,,
"7877,0,0",,"7877,0,0"
,,
"7877,0,0",,"7877,0,0"
,,
"7878,4,0",,"7878,-4,0"
,,
"7878,-1,0",,"7878,1,6"
,,
"7878,0,0",,"7878,0,0"
,,
"7878,0,0",,"7878,0,0"
,,
"7878,0,0",,"7878,0,0"
,,
"7878,0,0",,"7878,0,0"
,,
"7878,0,0",,"7878,0,0"
,,
"7878,0,0",,"7878,0,0"
,,
"7878,0,0",,"7878,0,0"
,,
"7879,1,6",,"7879,-1,0"
,,
"7879,-2,0",,"7879,2,5"
,,
"7879,-1,0",,"7879,1,6"
,,
"7879,0,0",,"7879,0,0"
,,
"7879,0,0",,"7879,0,0"
,,
"7879,0,0",,"7879,0,0"
,,
"7879,0,0",,"7879,0,0"
,,
"7879,0,0",,"7879,0,0"
,,
"7879,0,0",,"7879,0,0"
,,
"7880,2,5",,"7880,-2,0"
,,
"7880,-2,0",,"7880,2,5"
,,
"7880,-2,0",,"7880,2,5"
,,
"7880,0,0",,"7880,0,0"
,,
"7880,0,0",,"7880,0,0"
,,
"7880,0,0",,"7880,0,0"
,,
"7880,0,0",,"7880,0,0"
,,
"7880,0,0",,"7880,0,0"
,,
"7880,0,0",,"7880,0,0"
,,
"7881,-1,0",,"7881,1,6"
,,
"7881,-2,0",,"7881,2,5"
,,
"7881,-2,0",,"7881,2,5"
,,
"7881,0,0",,"7881,0,0"
,,
"7881,0,0",,"7881,0,0"
,,
"7881,0,0",,"7881,0,0"
,,
"7881,0,0",,"7881,0,0"
,,
"7881,0,0",,"7881,0,0"
,,
"7881,0,0",,"7881,0,0"
,,
"7882,1,6",,"7882,-1,0"
,,
"7882,-1,0",,"7882,1,6"
,,
"7882,0,0",,"7882,0,0"
,,
"7882,0,0",,"7882,0,0"
,,
"7882,0,0",,"7882,0,0"
,,
"7882,0,0",,"7882,0,0"
,,
"7882,0,0",,"7882,0,0"
,,
"7882,0,0",,"7882,0,0"
,,
"7882,0,0",,"7882,0,0"
,,
"7883,-3,0",,"7883,3,4"
,,
"7883,0,0",,"7883,0,0"
,,
"7883,-2,0",,"7883,2,5"
,,
"7883,0,0",,"7883,0,0"
,,
"7883,0,0",,"7883,0,0"
,,
"7883,0,0",,"7883,0,0"
,,
"7883,0,0",,"7883,0,0"
,,
"7883,0,0",,"7883,0,0"
,,
"7883,0,0",,"7883,0,0"
,,
"7884,-2,0",,"7884,2,5"
,,
"7884,-1,0",,"7884,1,6"
,,
"7884,1,6",,"7884,-1,0"
,,
"7884,0,0",,"7884,0,0"
,,
"7884,0,0",,"7884,0,0"
,,
"7884,0,0",,"7884,0,0"
,,
"7884,0,0",,"7884,0,0"
,,
"7884,0,0",,"7884,0,0"
,,
"7884,0,0",,"7884,0,0"
,,
"7885,1,6",,"7885,-1,0"
,,
"7885,0,0",,"7885,0,0"
,,
"7885,-3,0",,"7885,3,4"
,,
"7885,0,0",,"7885,0,0"
,,
"7885,0,0",,"7885,0,0"
,,
"7885,0,0",,"7885,0,0"
,,
"7885,0,0",,"7885,0,0"
,,
"7885,0,0",,"7885,0,0"
,,
"7885,0,0",,"7885,0,0"
,,
"7886,2,5",,"7886,-2,0"
,,
"7886,-1,0",,"7886,1,6"
,,
"7886,0,0",,"7886,0,0"
,,
"7886,0,0",,"7886,0,0"
,,
"7886,0,0",,"7886,0,0"
,,
"7886,0,0",,"7886,0,0"
,,
"7886,0,0",,"7886,0,0"
,,
"7886,0,0",,"7886,0,0"
,,
"7886,0,0",,"7886,0,0"
,,
"7887,1,6",,"7887,-1,0"
,,
"7887,-1,0",,"7887,1,6"
,,
"7887,0,0",,"7887,0,0"
,,
"7887,0,0",,"7887,0,0"
,,
"7887,0,0",,"7887,0,0"
,,
"7887,0,0",,"7887,0,0"
,,
"7887,0,0",,"7887,0,0"
,,
"7887,0,0",,"7887,0,0"
,,
"7887,0,0",,"7887,0,0"
,,
"7888,2,5",,"7888,-2,0"
,,
"7888,-1,0",,"7888,1,6"
,,
"7888,0,0",,"7888,0,0"
,,
"7888,0,0",,"7888,0,0"
,,
"7888,0,0",,"7888,0,0"
,,
"7888,0,0",,"7888,0,0"
,,
"7888,0,0",,"7888,0,0"
,,
"7888,0,0",,"7888,0,0"
,,
"7888,0,0",,"7888,0,0"
,,
"7889,1,6",,"7889,-1,0"
,,
"7889,-2,0",,"7889,2,5"
,,
"7889,-1,0",,"7889,1,6"
,,
"7889,0,0",,"7889,0,0"
,,
"7889,0,0",,"7889,0,0"
,,
"7889,0,0",,"7889,0,0"
,,
"7889,0,0",,"7889,0,0"
,,
"7889,0,0",,"7889,0,0"
,,
"7889,0,0",,"7889,0,0"
,,
"7890,-2,0",,"7890,2,5"
,,
"7890,-1,0",,"7890,1,6"
,,
"7890,-1,0",,"7890,1,6"
,,
"7890,0,0",,"7890,0,0"
,,
"7890,0,0",,"7890,0,0"
,,
"7890,0,0",,"7890,0,0"
,,
"7890,0,0",,"7890,0,0"
,,
"7890,0,0",,"7890,0,0"
,,
"7890,0,0",,"7890,0,0"
,,
"7891,-2,0",,"7891,2,5"
,,
"7891,-1,0",,"7891,1,6"
,,
"7891,0,0",,"7891,0,0"
,,
"7891,0,0",,"7891,0,0"
,,
"7891,0,0",,"7891,0,0"
,,
"7891,0,0",,"7891,0,0"
,,
"7891,0,0",,"7891,0,0"
,,
"7891,0,0",,"7891,0,0"
,,
"7891,0,0",,"7891,0,0"
,,
"7892,1,6",,"7892,-1,0"
,,
"7892,-2,0",,"7892,2,5"
,,
"7892,-1,0",,"7892,1,6"
,,
"7892,0,0",,"7892,0,0"
,,
"7892,0,0",,"7892,0,0"
,,
"7892,0,0",,"7892,0,0"
,,
"7892,0,0",,"7892,0,0"
,,
"7892,0,0",,"7892,0,0"
,,
"7892,0,0",,"7892,0,0"
,,
"7893,0,0",,"7893,0,0"
,,
"7893,-2,0",,"7893,2,5"
,,
"7893,0,0",,"7893,0,0"
,,
"7893,0,0",,"7893,0,0"
,,
"7893,0,0",,"7893,0,0"
,,
"7893,0,0",,"7893,0,0"
,,
"7893,0,0",,"7893,0,0"
,,
"7893,0,0",,"7893,0,0"
,,
"7893,0,0",,"7893,0,0"
,,
"7894,2,5",,"7894,-2,0"
,,
"7894,-2,0",,"7894,2,5"
,,
"7894,-1,0",,"7894,1,6"
,,
"7894,0,0",,"7894,0,0"
,,
"7894,0,0",,"7894,0,0"
,,
"7894,0,0",,"7894,0,0"
,,
"7894,0,0",,"7894,0,0"
,,
"7894,0,0",,"7894,0,0"
,,
"7894,0,0",,"7894,0,0"
,,
"7895,2,5",,"7895,-2,0"
,,
"7895,-2,0",,"7895,2,5"
,,
"7895,0,0",,"7895,0,0"
,,
"7895,0,0",,"7895,0,0"
,,
"7895,0,0",,"7895,0,0"
,,
"7895,0,0",,"7895,0,0"
,,
"7895,0,0",,"7895,0,0"
,,
"7895,0,0",,"7895,0,0"
,,
"7895,0,0",,"7895,0,0"
,,
"7896,1,6",,"7896,-1,0"
,,
"7896,0,0",,"7896,0,0"
,,
"7896,-3,0",,"7896,3,4"
,,
"7896,0,0",,"7896,0,0"
,,
"7896,0,0",,"7896,0,0"
,,
"7896,0,0",,"7896,0,0"
,,
"7896,0,0",,"7896,0,0"
,,
"7896,0,0",,"7896,0,0"
,,
"7896,0,0",,"7896,0,0"
,,
"7897,-2,0",,"7897,2,5"
,,
"7897,0,0",,"7897,0,0"
,,
"7897,0,0",,"7897,0,0"
,,
"7897,0,0",,"7897,0,0"
,,
"7897,0,0",,"7897,0,0"
,,
"7897,0,0",,"7897,0,0"
,,
"7897,0,0",,"7897,0,0"
,,
"7897,0,0",,"7897,0,0"
,,
"7897,0,0",,"7897,0,0"
,,
"7898,0,0",,"7898,0,0"
,,
"7898,2,5",,"7898,-2,0"
,,
"7898,-2,0",,"7898,2,5"
,,
"7898,0,0",,"7898,0,0"
,,
"7898,0,0",,"7898,0,0"
,,
"7898,0,0",,"7898,0,0"
,,
"7898,0,0",,"7898,0,0"
,,
"7898,0,0",,"7898,0,0"
,,
"7898,0,0",,"7898,0,0"
,,
"7899,1,6",,"7899,-1,0"
,,
"7899,-3,0",,"7899,3,4"
,,
"7899,-1,0",,"7899,1,6"
,,
"7899,0,0",,"7899,0,0"
,,
"7899,0,0",,"7899,0,0"
,,
"7899,0,0",,"7899,0,0"
,,
"7899,0,0",,"7899,0,0"
,,
"7899,0,0",,"7899,0,0"
,,
"7899,0,0",,"7899,0,0"
,,
"7900,-1,0",,"7900,1,6"
,,
"7900,-1,0",,"7900,1,6"
,,
"7900,-1,0",,"7900,1,6"
,,
"7900,0,0",,"7900,0,0"
,,
"7900,0,0",,"7900,0,0"
,,
"7900,0,0",,"7900,0,0"
,,
"7900,0,0",,"7900,0,0"
,,
"7900,0,0",,"7900,0,0"
,,
"7900,0,0",,"7900,0,0"
,,
"7901,2,5",,"7901,-2,0"
,,
"7901,0,0",,"7901,0,0"
,,
"7901,-1,0",,"7901,1,6"
,,
"7901,0,0",,"7901,0,0"
,,
"7901,0,0",,"7901,0,0"
,,
"7901,0,0",,"7901,0,0"
,,
"7901,0,0",,"7901,0,0"
,,
"7901,0,0",,"7901,0,0"
,,
"7901,0,0",,"7901,0,0"
,,
"7902,1,6",,"7902,-1,0"
,,
"7902,1,6",,"7902,-1,0"
,,
"7902,-2,0",,"7902,2,5"
,,
"7902,0,0",,"7902,0,0"
,,
"7902,0,0",,"7902,0,0"
,,
"7902,0,0",,"7902,0,0"
,,
"7902,0,0",,"7902,0,0"
,,
"7902,0,0",,"7902,0,0"
,,
"7902,0,0",,"7902,0,0"
,,
"7903,1,6",,"7903,-1,0"
,,
"7903,2,5",,"7903,-2,0"
,,
"7903,-3,0",,"7903,3,4"
,,
"7903,0,0",,"7903,0,0"
,,
"7903,0,0",,"7903,0,0"
,,
"7903,0,0",,"7903,0,0"
,,
"7903,0,0",,"7903,0,0"
,,
"7903,0,0",,"7903,0,0"
,,
"7903,0,0",,"7903,0,0"
,,
"7904,2,5",,"7904,-2,0"
,,
"7904,-2,0",,"7904,2,5"
,,
"7904,0,0",,"7904,0,0"
,,
"7904,0,0",,"7904,0,0"
,,
"7904,0,0",,"7904,0,0"
,,
"7904,0,0",,"7904,0,0"
,,
"7904,0,0",,"7904,0,0"
,,
"7904,0,0",,"7904,0,0"
,,
"7904,0,0",,"7904,0,0"
,,
"7905,2,5",,"7905,-2,0"
,,
"7905,-2,0",,"7905,2,5"
,,
"7905,-2,0",,"7905,2,5"
,,
"7905,0,0",,"7905,0,0"
,,
"7905,0,0",,"7905,0,0"
,,
"7905,0,0",,"7905,0,0"
,,
"7905,0,0",,"7905,0,0"
,,
"7905,0,0",,"7905,0,0"
,,
"7905,0,0",,"7905,0,0"
,,
"7906,0,0",,"7906,0,0"
,,
"7906,-1,0",,"7906,1,6"
,,
"7906,0,0",,"7906,0,0"
,,
"7906,0,0",,"7906,0,0"
,,
"7906,0,0",,"7906,0,0"
,,
"7906,0,0",,"7906,0,0"
,,
"7906,0,0",,"7906,0,0"
,,
"7906,0,0",,"7906,0,0"
,,
"7906,0,0",,"7906,0,0"
,,
"7907,-2,0",,"7907,2,5"
,,
"7907,-1,0",,"7907,1,6"
,,
"7907,-1,0",,"7907,1,6"
,,
"7907,0,0",,"7907,0,0"
,,
"7907,0,0",,"7907,0,0"
,,
"7907,0,0",,"7907,0,0"
,,
"7907,0,0",,"7907,0,0"
,,
"7907,0,0",,"7907,0,0"
,,
"7907,0,0",,"7907,0,0"
,,
"7908,1,6",,"7908,-1,0"
,,
"7908,0,0",,"7908,0,0"
,,
"7908,-2,0",,"7908,2,5"
,,
"7908,0,0",,"7908,0,0"
,,
"7908,0,0",,"7908,0,0"
,,
"7908,0,0",,"7908,0,0"
,,
"7908,0,0",,"7908,0,0"
,,
"7908,0,0",,"7908,0,0"
,,
"7908,0,0",,"7908,0,0"
,,
"7909,1,6",,"7909,-1,0"
,,
"7909,1,6",,"7909,-1,0"
,,
"7909,0,0",,"7909,0,0"
,,
"7909,0,0",,"7909,0,0"
,,
"7909,0,0",,"7909,0,0"
,,
"7909,0,0",,"7909,0,0"
,,
"7909,0,0",,"7909,0,0"
,,
"7909,0,0",,"7909,0,0"
,,
"7909,0,0",,"7909,0,0"
,,
"7910,1,6",,"7910,-1,0"
,,
"7910,-2,0",,"7910,2,5"
,,
"7910,-1,0",,"7910,1,6"
,,
"7910,0,0",,"7910,0,0"
,,
"7910,0,0",,"7910,0,0"
,,
"7910,0,0",,"7910,0,0"
,,
"7910,0,0",,"7910,0,0"
,,
"7910,0,0",,"7910,0,0"
,,
"7910,0,0",,"7910,0,0"
,,
"7911,2,5",,"7911,-2,0"
,,
"7911,-1,0",,"7911,1,6"
,,
"7911,-1,0",,"7911,1,6"
,,
"7911,0,0",,"7911,0,0"
,,
"7911,0,0",,"7911,0,0"
,,
"7911,0,0",,"7911,0,0"
,,
"7911,0,0",,"7911,0,0"
,,
"7911,0,0",,"7911,0,0"
,,
"7911,0,0",,"7911,0,0"
,,
"7912,-1,0",,"7912,1,6"
,,
"7912,-1,0",,"7912,1,6"
,,
"7912,-2,0",,"7912,2,5"
,,
"7912,0,0",,"7912,0,0"
,,
"7912,0,0",,"7912,0,0"
,,
"7912,0,0",,"7912,0,0"
,,
"7912,0,0",,"7912,0,0"
,,
"7912,0,0",,"7912,0,0"
,,
"7912,0,0",,"7912,0,0"
,,
"7913,-3,0",,"7913,3,4"
,,
"7913,0,0",,"7913,0,0"
,,
"7913,0,0",,"7913,0,0"
,,
"7913,0,0",,"7913,0,0"
,,
"7913,0,0",,"7913,0,0"
,,
"7913,0,0",,"7913,0,0"
,,
"7913,0,0",,"7913,0,0"
,,
"7913,0,0",,"7913,0,0"
,,
"7913,0,0",,"7913,0,0"
,,
"7914,-2,0",,"7914,2,5"
,,
"7914,0,0",,"7914,0,0"
,,
"7914,0,0",,"7914,0,0"
,,
"7914,0,0",,"7914,0,0"
,,
"7914,0,0",,"7914,0,0"
,,
"7914,0,0",,"7914,0,0"
,,
"7914,0,0",,"7914,0,0"
,,
"7914,0,0",,"7914,0,0"
,,
"7914,0,0",,"7914,0,0"
,,
"7915,2,5",,"7915,-2,0"
,,
"7915,-1,0",,"7915,1,6"
,,
"7915,-3,0",,"7915,3,4"
,,
"7915,0,0",,"7915,0,0"
,,
"7915,0,0",,"7915,0,0"
,,
"7915,0,0",,"7915,0,0"
,,
"7915,0,0",,"7915,0,0"
,,
"7915,0,0",,"7915,0,0"
,,
"7915,0,0",,"7915,0,0"
,,
"7916,0,0",,"7916,0,0"
,,
"7916,2,5",,"7916,-2,0"
,,
"7916,-1,0",,"7916,1,6"
,,
"7916,0,0",,"7916,0,0"
,,
"7916,0,0",,"7916,0,0"
,,
"7916,0,0",,"7916,0,0"
,,
"7916,0,0",,"7916,0,0"
,,
"7916,0,0",,"7916,0,0"
,,
"7916,0,0",,"7916,0,0"
,,
"7917,-1,0",,"7917,1,6"
,,
"7917,-2,0",,"7917,2,5"
,,
"7917,-2,0",,"7917,2,5"
,,
"7917,0,0",,"7917,0,0"
,,
"7917,0,0",,"7917,0,0"
,,
"7917,0,0",,"7917,0,0"
,,
"7917,0,0",,"7917,0,0"
,,
"7917,0,0",,"7917,0,0"
,,
"7917,0,0",,"7917,0,0"
,,
"7918,2,5",,"7918,-2,0"
,,
"7918,-3,0",,"7918,3,4"
,,
"7918,-2,0",,"7918,2,5"
,,
"7918,0,0",,"7918,0,0"
,,
"7918,0,0",,"7918,0,0"
,,
"7918,0,0",,"7918,0,0"
,,
"7918,0,0",,"7918,0,0"
,,
"7918,0,0",,"7918,0,0"
,,
"7918,0,0",,"7918,0,0"
,,
"7919,0,0",,"7919,0,0"
,,
"7919,-2,0",,"7919,2,5"
,,
"7919,-1,0",,"7919,1,6"
,,
"7919,0,0",,"7919,0,0"
,,
"7919,0,0",,"7919,0,0"
,,
"7919,0,0",,"7919,0,0"
,,
"7919,0,0",,"7919,0,0"
,,
"7919,0,0",,"7919,0,0"
,,
"7919,0,0",,"7919,0,0"
,,
"7920,2,5",,"7920,-2,0"
,,
"7920,0,0",,"7920,0,0"
,,
"7920,0,0",,"7920,0,0"
,,
"7920,0,0",,"7920,0,0"
,,
"7920,0,0",,"7920,0,0"
,,
"7920,0,0",,"7920,0,0"
,,
"7920,0,0",,"7920,0,0"
,,
"7920,0,0",,"7920,0,0"
,,
"7920,0,0",,"7920,0,0"
,,
"7921,-3,0",,"7921,3,4"
,,
"7921,-2,0",,"7921,2,5"
,,
"7921,1,6",,"7921,-1,0"
,,
"7921,0,0",,"7921,0,0"
,,
"7921,0,0",,"7921,0,0"
,,
"7921,0,0",,"7921,0,0"
,,
"7921,0,0",,"7921,0,0"
,,
"7921,0,0",,"7921,0,0"
,,
"7921,0,0",,"7921,0,0"
,,
"7922,2,5",,"7922,-2,0"
,,
"7922,-1,0",,"7922,1,6"
,,
"7922,-3,0",,"7922,3,4"
,,
"7922,0,0",,"7922,0,0"
,,
"7922,0,0",,"7922,0,0"
,,
"7922,0,0",,"7922,0,0"
,,
"7922,0,0",,"7922,0,0"
,,
"7922,0,0",,"7922,0,0"
,,
"7922,0,0",,"7922,0,0"
,,
"7923,2,5",,"7923,-2,0"
,,
"7923,0,0",,"7923,0,0"
,,
"7923,0,0",,"7923,0,0"
,,
"7923,0,0",,"7923,0,0"
,,
"7923,0,0",,"7923,0,0"
,,
"7923,0,0",,"7923,0,0"
,,
"7923,0,0",,"7923,0,0"
,,
"7923,0,0",,"7923,0,0"
,,
"7923,0,0",,"7923,0,0"
,,
"7924,-2,0",,"7924,2,5"
,,
"7924,-1,0",,"7924,1,6"
,,
"7924,-2,0",,"7924,2,5"
,,
"7924,0,0",,"7924,0,0"
,,
"7924,0,0",,"7924,0,0"
,,
"7924,0,0",,"7924,0,0"
,,
"7924,0,0",,"7924,0,0"
,,
"7924,0,0",,"7924,0,0"
,,
"7924,0,0",,"7924,0,0"
,,
"7925,2,5",,"7925,-2,0"
,,
"7925,-1,0",,"7925,1,6"
,,
"7925,-3,0",,"7925,3,4"
,,
"7925,0,0",,"7925,0,0"
,,
"7925,0,0",,"7925,0,0"
,,
"7925,0,0",,"7925,0,0"
,,
"7925,0,0",,"7925,0,0"
,,
"7925,0,0",,"7925,0,0"
,,
"7925,0,0",,"7925,0,0"
,,
"7926,3,4",,"7926,-3,0"
,,
"7926,-2,0",,"7926,2,5"
,,
"7926,-1,0",,"7926,1,6"
,,
"7926,0,0",,"7926,0,0"
,,
"7926,0,0",,"7926,0,0"
,,
"7926,0,0",,"7926,0,0"
,,
"7926,0,0",,"7926,0,0"
,,
"7926,0,0",,"7926,0,0"
,,
"7926,0,0",,"7926,0,0"
,,
"7927,2,5",,"7927,-2,0"
,,
"7927,-1,0",,"7927,1,6"
,,
"7927,-3,0",,"7927,3,4"
,,
"7927,0,0",,"7927,0,0"
,,
"7927,0,0",,"7927,0,0"
,,
"7927,0,0",,"7927,0,0"
,,
"7927,0,0",,"7927,0,0"
,,
"7927,0,0",,"7927,0,0"
,,
"7927,0,0",,"7927,0,0"
,,
"7928,1,6",,"7928,-1,0"
,,
"7928,-2,0",,"7928,2,5"
,,
"7928,-3,0",,"7928,3,4"
,,
"7928,0,0",,"7928,0,0"
,,
"7928,0,0",,"7928,0,0"
,,
"7928,0,0",,"7928,0,0"
,,
"7928,0,0",,"7928,0,0"
,,
"7928,0,0",,"7928,0,0"
,,
"7928,0,0",,"7928,0,0"
,,
"7929,1,6",,"7929,-1,0"
,,
"7929,3,4",,"7929,-3,0"
,,
"7929,-2,0",,"7929,2,5"
,,
"7929,0,0",,"7929,0,0"
,,
"7929,0,0",,"7929,0,0"
,,
"7929,0,0",,"7929,0,0"
,,
"7929,0,0",,"7929,0,0"
,,
"7929,0,0",,"7929,0,0"
,,
"7929,0,0",,"7929,0,0"
,,
"7930,0,0",,"7930,0,0"
,,
"7930,2,5",,"7930,-2,0"
,,
"7930,-2,0",,"7930,2,5"
,,
"7930,0,0",,"7930,0,0"
,,
"7930,0,0",,"7930,0,0"
,,
"7930,0,0",,"7930,0,0"
,,
"7930,0,0",,"7930,0,0"
,,
"7930,0,0",,"7930,0,0"
,,
"7930,0,0",,"7930,0,0"
,,
"7931,2,5",,"7931,-2,0"
,,
"7931,-2,0",,"7931,2,5"
,,
"7931,-3,0",,"7931,3,4"
,,
"7931,0,0",,"7931,0,0"
,,
